GL1;0.01;1455285542
GL1;0.01;1455285602
GL2;0.01;1455285542
GL2;0.01;1455285602
GL3;0.01;1455285542
GL3;0.01;1455285602
GL4;0.01;1455285542
GL4;0.01;1455285602
GL5;0.01;1455285542
GL5;0.01;1455285602
GL6;0.01;1455285542
GL6;0.01;1455285602
GL7;0.01;1455285542
GL7;0.01;1455285602
GL8;0.01;1455285542
GL8;0.01;1455285602
ML2;0.01;1455285542
ML2;0.01;1455285602
ML3;0.01;1455285542
ML3;0.01;1455285602
ML4;0.01;1455285542
ML4;0.01;1455285602
ML5;0.01;1455285542
ML5;0.01;1455285602
ML6;0.01;1455285542
ML6;0.01;1455285602
ML7;0.01;1455285542
ML7;0.01;1455285602
ML8;0.01;1455285542
ML8;0.01;1455285602
NY2;0.01;1455285542
NY2;0.01;1455285602
NY3;0.01;1455285542
NY3;0.01;1455285602
NY4;0.01;1455285542
NY4;0.01;1455285602
NY5;0.01;1455285542
NY5;0.01;1455285602
NY6;0.01;1455285542
NY6;0.01;1455285602
NY7;0.01;1455285542
NY7;0.01;1455285602
NY8;0.01;1455285542
NY8;0.01;1455285602
NY5;2.5;1455285542
NY7;2.5;1455285645
GL2;15;1455285664
NY7;7.5;1455285687
ML8;7.5;1455285702
GL3;7.5;1455285725
ML8;7.5;1455285731
NY7;7.5;1455285742
GL1;7.5;1455285748
NY7;2.5;1455285756
GL1;2.5;1455285795
GL3;2.5;1455285800
NY5;2.5;1455285834
NY5;0.5;1455285838
ML7;3.5;1455285845
NY7;7.5;1455285867
NY7;7.5;1455285877
GL6;5;1455285881
NY3;7.5;1455285887
ML4;7.5;1455285908
ML4;2.5;1455285932
NY7;7;1455285942
GL3;5;1455285949
NY7;9;1455285967
NY7;2.5;1455286006
GL1;2.5;1455286022
NY7;2.5;1455286031
GL3;7.5;1455286139
GL4;2.5;1455286211
GL1;7.5;1455286218
GL5;7.5;1455286230
GL4;7.5;1455286236
GL8;2;1455286289
GL4;5;1455286307
GL8;2;1455286311
GL1;2.5;1455286364
NY5;7.5;1455286382
NY5;4.5;1455286387
GL5;7.5;1455286397
NY5;7.5;1455286475
NY5;7.5;1455286508
NY7;7.5;1455286568
GL8;2;1455286606
GL3;7.5;1455286662
ML8;2.5;1455286770
GL3;7.5;1455286823
ML2;7.5;1455286896
